capacity,eightd_has_key_dispenser,electric_bike_surcharge_waiver,external_id,has_kiosk,lat,lon,name,region_id,rental_methods,rental_url,short_name,station_id
24,FALSE,FALSE,66dcb9f7-0aca-11e7-82f6-3863bb44ef7c,TRUE,40.67890679,-73.94142771,Kingston Ave & Herkimer St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3041,4205.06,3041
19,FALSE,FALSE,66dcba5e-0aca-11e7-82f6-3863bb44ef7c,TRUE,40.6794268,-73.9298911,Fulton St & Utica Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3042,4228.02,3042
19,FALSE,FALSE,66dcbac5-0aca-11e7-82f6-3863bb44ef7c,TRUE,40.6814598,-73.934903,Lewis Ave & Decatur St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3043,4237.01,3043
27,FALSE,FALSE,66dcbb2c-0aca-11e7-82f6-3863bb44ef7c,TRUE,40.6800105,-73.938475,Albany Ave & Fulton St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3044,4237.02,3044
19,FALSE,FALSE,66dcbbfe-0aca-11e7-82f6-3863bb44ef7c,TRUE,40.682601,-73.938037,Marcus Garvey Blvd & Macon St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3046,4278.03,3046
21,FALSE,FALSE,66dcbdc2-0aca-11e7-82f6-3863bb44ef7c,TRUE,40.6823687,-73.944118,Halsey St & Tompkins Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3047,4319.07,3047
19,FALSE,FALSE,66dcbe7c-0aca-11e7-82f6-3863bb44ef7c,TRUE,40.68402,-73.94977,Putnam Ave & Nostrand Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3048,4327.09,3048
18,FALSE,FALSE,66dcbefb-0aca-11e7-82f6-3863bb44ef7c,TRUE,40.68488,-73.96304,Cambridge Pl & Gates Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3049,4377.04,3049
21,FALSE,FALSE,66dcbf69-0aca-11e7-82f6-3863bb44ef7c,TRUE,40.6851532,-73.94111,Putnam Ave & Throop Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3050,4392.04,3050
23,FALSE,FALSE,66dcc047-0aca-11e7-82f6-3863bb44ef7c,TRUE,40.686312,-73.935775,Lewis Ave & Madison St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3052,4425.02,3052
23,FALSE,FALSE,66dcc0b2-0aca-11e7-82f6-3863bb44ef7c,TRUE,40.6900815,-73.947915,Marcy Ave & Lafayette Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3053,4476.03,3053
19,FALSE,FALSE,66dcc30b-0aca-11e7-82f6-3863bb44ef7c,TRUE,40.6894932,-73.942061,Greene Ave & Throop Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3054,4510.04,3054
23,FALSE,FALSE,66dcc37f-0aca-11e7-82f6-3863bb44ef7c,TRUE,40.6883337,-73.950916,Greene Ave & Nostrand Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3055,4519.02,3055
23,FALSE,FALSE,66dcc3e5-0aca-11e7-82f6-3863bb44ef7c,TRUE,40.69072549,-73.95133465,Kosciuszko St & Nostrand Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3056,4519.04,3056
18,FALSE,FALSE,66dcc44a-0aca-11e7-82f6-3863bb44ef7c,TRUE,40.69128258,-73.9452416,Kosciuszko St & Tompkins Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3057,4553.04,3057
24,FALSE,FALSE,66dcc5ca-0aca-11e7-82f6-3863bb44ef7c,TRUE,40.69237074,-73.93705428,Lewis Ave & Kosciuszko St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3058,4617.01,3058
19,FALSE,FALSE,66dcc65c-0aca-11e7-82f6-3863bb44ef7c,TRUE,40.6933982,-73.939877,Pulaski St & Marcus Garvey Blvd,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3059,4656.03,3059
19,FALSE,FALSE,66dcc8b3-0aca-11e7-82f6-3863bb44ef7c,TRUE,40.69425403,-73.94626915,Willoughby Ave & Tompkins Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3060,4665.02,3060
21,FALSE,FALSE,66dcc920-0aca-11e7-82f6-3863bb44ef7c,TRUE,40.69622937,-73.94371094,Throop Ave & Myrtle Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3061,4697.01,3061
23,FALSE,FALSE,66dcca0d-0aca-11e7-82f6-3863bb44ef7c,TRUE,40.69539817,-73.94954908,Myrtle Ave & Marcy Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3062,4707.03,3062
20,FALSE,FALSE,66dcca76-0aca-11e7-82f6-3863bb44ef7c,TRUE,40.69527008,-73.95238108,Nostrand Ave & Myrtle Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3063,4707.04,3063
23,FALSE,FALSE,66dccad8-0aca-11e7-82f6-3863bb44ef7c,TRUE,40.69681963,-73.93756926,Myrtle Ave & Lewis Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3064,4729.01,3064
31,FALSE,FALSE,66dccc99-0aca-11e7-82f6-3863bb44ef7c,TRUE,40.70029511,-73.95032283,Union Ave & Wallabout St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3065,4818.03,3065
19,FALSE,FALSE,66dcccfe-0aca-11e7-82f6-3863bb44ef7c,TRUE,40.69957608,-73.94708417,Tompkins Ave & Hopkins St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3066,4850.04,3066
27,FALSE,FALSE,66dccd65-0aca-11e7-82f6-3863bb44ef7c,TRUE,40.7016657,-73.9437303,Broadway & Whipple St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3067,4883.03,3067
